timestamp,event,key,flight_time
<<<<<<< HEAD
1771319165.66744,PRESS,'e',0.07372069358825684
1771319165.7138197,RELEASE,'r',0
1771319165.7661555,RELEASE,'e',0
1771319165.8682008,PRESS,Key.space,0.2007608413696289
1771319166.0157833,RELEASE,Key.space,0
1771319166.348605,PRESS,'i',0.4804041385650635
1771319166.4794567,RELEASE,'i',0
1771319166.4931507,PRESS,'s',0.1445457935333252
1771319166.5943768,RELEASE,'s',0
1771319166.6196096,PRESS,Key.space,0.12645888328552246
1771319166.749883,RELEASE,Key.space,0
1771319167.1839793,PRESS,'c',0.5643696784973145
1771319167.275354,RELEASE,'c',0
1771319167.2973125,PRESS,'a',0.11333322525024414
1771319167.4264688,RELEASE,'a',0
1771319167.6138878,PRESS,'m',0.316575288772583
1771319167.6820922,RELEASE,'m',0
1771319167.7488356,PRESS,'m',0.1349477767944336
1771319167.844304,RELEASE,'m',0
1771319167.8872094,PRESS,'e',0.13837385177612305
1771319167.9999318,RELEASE,'e',0
1771319168.082508,PRESS,'r',0.1952986717224121
1771319168.1798656,RELEASE,'r',0
1771319168.1822581,PRESS,'e',0.09975004196166992
1771319168.2736218,RELEASE,'e',0
1771319168.3818367,PRESS,Key.space,0.19957852363586426
1771319168.49213,RELEASE,Key.space,0
1771319169.0763862,PRESS,Key.backspace,0.694549560546875
1771319169.1430194,RELEASE,Key.backspace,0
1771319169.2025623,PRESS,Key.backspace,0.126176118850708
1771319169.341315,RELEASE,Key.backspace,0
1771319169.3815613,PRESS,'a',0.1789989471435547
1771319169.486898,RELEASE,'a',0
1771319169.6111102,PRESS,Key.space,0.22954893112182617
1771319169.6735272,RELEASE,Key.space,0
1771319170.4120557,PRESS,Key.backspace,0.800945520401001
1771319170.4931302,RELEASE,Key.backspace,0
1771319170.583612,PRESS,Key.backspace,0.1715562343597412
1771319170.6433914,RELEASE,Key.backspace,0
1771319170.7037752,PRESS,Key.backspace,0.1201632022857666
1771319170.7839065,RELEASE,Key.backspace,0
1771319170.835844,PRESS,Key.backspace,0.13206887245178223
1771319170.941563,RELEASE,Key.backspace,0
1771319171.1618252,PRESS,Key.backspace,0.32598114013671875
1771319171.2826765,RELEASE,Key.backspace,0
1771319171.8506446,PRESS,'e',0.688819408416748
1771319171.930284,RELEASE,'e',0
1771319172.0058706,PRESS,'r',0.1552259922027588
1771319172.12348,RELEASE,'r',0
1771319172.1836848,PRESS,'a',0.17781424522399902
1771319172.3043644,RELEASE,'a',0
1771319172.3417163,PRESS,Key.space,0.15803146362304688
1771319172.4289684,RELEASE,Key.space,0
1771319172.8227928,PRESS,'a',0.4810764789581299
1771319172.9066696,RELEASE,'a',0
1771319173.3562615,PRESS,'r',0.5334687232971191
1771319173.4772284,RELEASE,'r',0
1771319173.5215569,PRESS,'e',0.16529536247253418
1771319173.606141,RELEASE,'e',0
1771319173.7734969,PRESS,Key.space,0.2519400119781494
1771319173.8659372,RELEASE,Key.space,0
1771319174.343356,PRESS,'n',0.5698590278625488
1771319174.43173,RELEASE,'n',0
1771319174.545355,PRESS,'o',0.20199918746948242
1771319174.6802578,RELEASE,'o',0
1771319174.9219213,PRESS,'t',0.37656617164611816
1771319175.0200944,RELEASE,'t',0
1771319175.1946309,PRESS,Key.space,0.27270960807800293
1771319175.2814808,RELEASE,Key.space,0
1771319176.5371864,PRESS,Key.backspace,1.3425555229187012
1771319177.0369797,PRESS,Key.backspace,0.49979329109191895
1771319177.0672374,PRESS,Key.backspace,0.030257701873779297
1771319177.0978396,PRESS,Key.backspace,0.030602216720581055
1771319177.128437,PRESS,Key.backspace,0.030597448348999023
1771319177.1582541,PRESS,Key.backspace,0.02981710433959961
1771319177.1880631,PRESS,Key.backspace,0.029808998107910156
1771319177.2182198,PRESS,Key.backspace,0.030156612396240234
1771319177.248029,PRESS,Key.backspace,0.029809236526489258
1771319177.277853,PRESS,Key.backspace,0.029824018478393555
1771319177.3083963,PRESS,Key.backspace,0.03054332733154297
1771319177.3377793,PRESS,Key.backspace,0.029382944107055664
1771319177.368295,PRESS,Key.backspace,0.030515670776367188
1771319177.3981538,PRESS,Key.backspace,0.029858827590942383
1771319177.4334168,PRESS,Key.backspace,0.0352630615234375
1771319177.4628232,PRESS,Key.backspace,0.029406309127807617
1771319177.4930568,PRESS,Key.backspace,0.03023362159729004
1771319177.522982,PRESS,Key.backspace,0.029925107955932617
1771319177.5567853,PRESS,Key.backspace,0.033803462982177734
1771319177.5875604,PRESS,Key.backspace,0.030775070190429688
1771319177.6166027,PRESS,Key.backspace,0.02904224395751953
1771319177.646635,PRESS,Key.backspace,0.03003239631652832
1771319177.678525,PRESS,Key.backspace,0.031889915466308594
1771319177.7107267,PRESS,Key.backspace,0.03220176696777344
1771319177.7451408,PRESS,Key.backspace,0.034414052963256836
1771319177.775839,PRESS,Key.backspace,0.030698299407958984
1771319177.8059318,PRESS,Key.backspace,0.030092716217041016
1771319177.836001,PRESS,Key.backspace,0.03006911277770996
1771319177.8658981,PRESS,Key.backspace,0.029897212982177734
1771319177.876706,RELEASE,Key.backspace,0
1771319178.9367032,PRESS,'t',1.0708050727844238
1771319179.0200806,RELEASE,'t',0
1771319179.1259718,PRESS,'h',0.1892685890197754
1771319179.2386706,RELEASE,'h',0
1771319179.3937979,PRESS,'i',0.2678260803222656
1771319179.4897513,RELEASE,'i',0
1771319179.6560054,PRESS,'s',0.2622075080871582
1771319179.7431896,RELEASE,'s',0
1771319179.775389,PRESS,Key.space,0.11938357353210449
1771319179.8729336,RELEASE,Key.space,0
1771319181.021971,PRESS,'i',1.24658203125
1771319181.1683433,RELEASE,'i',0
1771319181.226521,PRESS,'s',0.20455002784729004
1771319181.348168,RELEASE,'s',0
1771319181.3501244,PRESS,Key.space,0.12360334396362305
1771319181.4758682,RELEASE,Key.space,0
1771319181.6985362,PRESS,'c',0.34841179847717285
1771319181.8108945,RELEASE,'c',0
1771319181.9680388,PRESS,'o',0.2695026397705078
1771319182.0438294,RELEASE,'o',0
1771319182.2126565,PRESS,'n',0.24461770057678223
1771319182.259119,RELEASE,'n',0
1771319182.3376057,PRESS,'n',0.12494921684265137
1771319182.4398854,RELEASE,'n',0
1771319182.4433496,PRESS,'e',0.1057438850402832
1771319182.5437472,RELEASE,'e',0
1771319182.709242,PRESS,'c',0.26589250564575195
1771319182.7893293,RELEASE,'c',0
1771319182.8828533,PRESS,'t',0.17361116409301758
1771319183.0337577,RELEASE,'t',0
1771319183.119809,PRESS,'r',0.2369556427001953
1771319183.2405016,RELEASE,'r',0
1771319184.1869195,PRESS,Key.backspace,1.067110538482666
1771319184.2872064,RELEASE,Key.backspace,0
1771319184.4218357,PRESS,'e',0.23491621017456055
1771319184.5171862,RELEASE,'e',0
1771319184.5712392,PRESS,'d',0.14940357208251953
1771319184.6634805,RELEASE,'d',0
1771319184.840009,PRESS,Key.space,0.2687697410583496
1771319184.9367607,RELEASE,Key.space,0
1771319185.4645114,PRESS,'t',0.624502420425415
1771319185.5496683,RELEASE,'t',0
1771319185.7065654,PRESS,'o',0.24205398559570312
1771319185.8022075,RELEASE,'o',0
1771319185.9372904,PRESS,Key.space,0.23072504997253418
1771319186.0677521,RELEASE,Key.space,0
1771319186.3787699,PRESS,'m',0.4414794445037842
1771319186.4834116,RELEASE,'m',0
1771319186.6957579,PRESS,'y',0.3169879913330078
1771319186.7915318,RELEASE,'y',0
1771319186.9015362,PRESS,Key.space,0.2057783603668213
1771319187.0270889,RELEASE,Key.space,0
1771319187.2423425,PRESS,'c',0.340806245803833
1771319187.351858,RELEASE,'c',0
1771319187.4770014,PRESS,'o',0.23465895652770996
1771319187.5864894,RELEASE,'o',0
1771319187.7523067,PRESS,'d',0.27530527114868164
1771319187.8458061,RELEASE,'d',0
1771319187.8936706,PRESS,'e',0.14136385917663574
1771319188.0016675,RELEASE,'e',0
1771319188.038778,PRESS,Key.space,0.14510750770568848
1771319188.1397288,RELEASE,Key.space,0
1771319189.928628,PRESS,Key.backspace,1.8898499011993408
1771319190.0155876,RELEASE,Key.backspace,0
1771319190.104727,PRESS,Key.backspace,0.17609906196594238
1771319190.5711942,RELEASE,Key.backspace,0
1771319190.834671,PRESS,Key.backspace,0.7299439907073975
1771319190.9101276,RELEASE,Key.backspace,0
1771319191.0260086,PRESS,Key.backspace,0.19133758544921875
1771319191.0862958,RELEASE,Key.backspace,0
1771319192.1465838,PRESS,Key.backspace,1.120575189590454
1771319192.19663,RELEASE,Key.backspace,0
1771319192.682886,PRESS,'p',0.5363020896911621
1771319192.7670782,RELEASE,'p',0
1771319193.0884347,PRESS,'y',0.4055488109588623
1771319193.172616,RELEASE,'y',0
1771319193.3341005,PRESS,Key.space,0.2456657886505127
1771319193.434743,RELEASE,Key.space,0
1771319193.6055968,PRESS,'c',0.2714962959289551
1771319193.6636279,RELEASE,'c',0
1771319193.862916,PRESS,'o',0.25731921195983887
1771319193.9728673,RELEASE,'o',0
1771319194.1849444,PRESS,'d',0.32202839851379395
1771319194.2637224,RELEASE,'d',0
1771319194.3821943,PRESS,'e',0.1972498893737793
1771319194.505548,RELEASE,'e',0
1771319194.6708007,PRESS,'v',0.2886064052581787
1771319194.7010038,RELEASE,'v',0
1771319194.7265825,PRESS,Key.space,0.05578184127807617
1771319194.8664033,RELEASE,Key.space,0
1771319195.7246897,PRESS,Key.backspace,0.9981071949005127
1771319195.7867455,RELEASE,Key.backspace,0
1771319196.142201,PRESS,Key.backspace,0.4175112247467041
1771319196.232445,RELEASE,Key.backspace,0
1771319196.8455243,PRESS,Key.space,0.7033233642578125
1771319196.9373646,RELEASE,Key.space,0
1771319197.7398612,PRESS,'b',0.8943369388580322
1771319197.8745687,RELEASE,'b',0
1771319198.2764347,PRESS,'e',0.5365734100341797
1771319198.3934233,RELEASE,'e',0
1771319198.5758162,PRESS,'c',0.2993814945220947
1771319198.7050369,RELEASE,'c',0
1771319198.753331,PRESS,'a',0.17751479148864746
1771319198.873845,RELEASE,'a',0
1771319199.198101,PRESS,'u',0.44477009773254395
1771319199.3271267,RELEASE,'u',0
1771319199.4526315,PRESS,'s',0.2545304298400879
1771319199.5530407,RELEASE,'s',0
1771319199.6393862,PRESS,'e',0.18675470352172852
1771319199.740735,RELEASE,'e',0
1771319199.9461555,PRESS,Key.space,0.30676937103271484
1771319200.0163774,RELEASE,Key.space,0
1771319200.7659447,PRESS,'m',0.8197891712188721
1771319200.8528237,RELEASE,'m',0
1771319201.7628527,PRESS,Key.backspace,0.9969079494476318
1771319201.8763862,RELEASE,Key.backspace,0
1771319203.3709593,PRESS,'i',1.6081066131591797
1771319203.4750822,RELEASE,'i',0
1771319203.6177301,PRESS,Key.space,0.24677085876464844
1771319203.718587,RELEASE,Key.space,0
1771319205.4805286,PRESS,'t',1.8627984523773193
1771319205.5666752,RELEASE,'t',0
1771319205.6897357,PRESS,'h',0.20920705795288086
1771319205.7603264,RELEASE,'h',0
1771319206.2276366,PRESS,'i',0.5379009246826172
1771319206.3362584,RELEASE,'i',0
1771319206.4485881,PRESS,'n',0.22095155715942383
1771319206.5590043,RELEASE,'n',0
1771319206.664763,PRESS,'k',0.21617484092712402
1771319206.7518353,RELEASE,'k',0
1771319206.9186885,PRESS,Key.space,0.2539255619049072
1771319207.069493,RELEASE,Key.space,0
1771319207.6695583,PRESS,'t',0.7508697509765625
1771319207.7626948,RELEASE,'t',0
1771319207.8672588,PRESS,'h',0.19770050048828125
1771319208.0389686,RELEASE,'h',0
1771319208.2411215,PRESS,'r',0.37386274337768555
1771319208.3584273,RELEASE,'r',0
1771319208.4256022,PRESS,'w',0.1844806671142578
1771319208.5016246,RELEASE,'w',0
1771319209.2821703,PRESS,Key.backspace,0.8565680980682373
1771319209.442039,RELEASE,Key.backspace,0
1771319209.479662,PRESS,'e',0.19749164581298828
1771319209.58928,RELEASE,'e',0
1771319210.6913803,PRESS,'e',1.2117183208465576
1771319210.8007886,RELEASE,'e',0
1771319210.8778594,PRESS,Key.space,0.1864790916442871
1771319210.9520268,RELEASE,Key.space,0
1771319211.4437988,PRESS,Key.backspace,0.5659394264221191
1771319211.4770794,RELEASE,Key.backspace,0
1771319211.5775723,PRESS,Key.backspace,0.1337735652923584
1771319211.6491368,RELEASE,Key.backspace,0
1771319212.1163929,PRESS,Key.backspace,0.5388205051422119
1771319212.1966734,RELEASE,Key.backspace,0
1771319212.5192206,PRESS,Key.backspace,0.40282773971557617
1771319212.632755,RELEASE,Key.backspace,0
1771319214.278543,PRESS,'e',1.7593224048614502
1771319214.3807518,RELEASE,'e',0
1771319214.3827538,PRESS,'r',0.10421085357666016
1771319214.5052938,RELEASE,'r',0
1771319214.528403,PRESS,'e',0.14564919471740723
1771319214.6118362,RELEASE,'e',0
1771319214.7437341,PRESS,Key.space,0.2153310775756836
1771319214.879545,RELEASE,Key.space,0
1771319215.3678458,PRESS,'i',0.6241116523742676
1771319215.4903429,RELEASE,'i',0
1771319217.0279818,PRESS,'s',1.6601359844207764
1771319217.1421494,RELEASE,'s',0
1771319217.1810887,PRESS,Key.space,0.1531069278717041
1771319217.2821522,RELEASE,Key.space,0
1771319217.446983,PRESS,'i',0.26589441299438477
1771319217.5593572,RELEASE,'i',0
1771319217.6456764,PRESS,Key.space,0.19869327545166016
1771319217.8090327,RELEASE,Key.space,0
1771319218.04969,PRESS,'c',0.40401363372802734
1771319218.162225,RELEASE,'c',0
1771319218.3137288,PRESS,'l',0.2640388011932373
1771319218.4396014,RELEASE,'l',0
1771319218.549851,PRESS,'i',0.23612213134765625
1771319218.6710093,RELEASE,'i',0
1771319218.9558725,PRESS,'c',0.4060215950012207
1771319219.0739698,RELEASE,'c',0
1771319219.392451,PRESS,'k',0.43657851219177246
1771319219.4896894,RELEASE,'k',0
1771319219.5743444,PRESS,Key.space,0.18189334869384766
1771319219.699987,RELEASE,Key.space,0
1771319219.843844,PRESS,'o',0.2694995403289795
1771319219.9316342,RELEASE,'o',0
1771319220.0508735,PRESS,'n',0.2070295810699463
1771319220.156172,RELEASE,'n',0
1771319220.253354,PRESS,Key.space,0.20248055458068848
1771319220.4008996,RELEASE,Key.space,0
1771319220.7381737,PRESS,'t',0.4848196506500244
1771319220.8507674,RELEASE,'t',0
1771319220.9113173,PRESS,'h',0.17314362525939941
1771319221.0756917,RELEASE,'h',0
1771319221.1909473,PRESS,'e',0.2796299457550049
1771319221.320397,RELEASE,'e',0
1771319221.3544452,PRESS,Key.space,0.1634979248046875
1771319221.438139,RELEASE,Key.space,0
1771319222.6008844,PRESS,'e',1.2464392185211182
1771319222.6800163,RELEASE,'e',0
1771319222.8232932,PRESS,'c',0.22240877151489258
1771319222.9352934,RELEASE,'c',0
1771319223.0810895,PRESS,'s',0.2577962875366211
1771319223.2027233,RELEASE,'s',0
1771319223.6933317,PRESS,Key.space,0.6122422218322754
1771319223.738314,RELEASE,Key.space,0
1771319224.9509788,PRESS,'i',1.2576470375061035
1771319225.0549994,RELEASE,'i',0
1771319225.0987253,PRESS,'s',0.14774656295776367
1771319225.199606,RELEASE,'s',0
1771319225.2692852,PRESS,Key.space,0.17055988311767578
1771319225.3495157,RELEASE,Key.space,0
1771319225.767584,PRESS,'i',0.49829888343811035
1771319225.8804152,RELEASE,'i',0
1771319226.033407,PRESS,'t',0.2658228874206543
1771319226.1122746,RELEASE,'t',0
1771319226.2663734,PRESS,Key.space,0.23296642303466797
1771319226.3720796,RELEASE,Key.space,0
1771319226.5211241,PRESS,'n',0.25475072860717773
1771319226.6265712,RELEASE,'n',0
1771319226.7681546,PRESS,'p',0.24703049659729004
1771319226.77121,PRESS,'o',0.0030553340911865234
1771319226.798548,RELEASE,'p',0
1771319226.846951,RELEASE,'o',0
1771319228.4686189,PRESS,Key.backspace,1.69740891456604
1771319228.5354855,RELEASE,Key.backspace,0
1771319228.623584,PRESS,Key.backspace,0.15496516227722168
1771319228.741141,RELEASE,Key.backspace,0
1771319229.135613,PRESS,Key.backspace,0.5120289325714111
1771319229.2074773,RELEASE,Key.backspace,0
1771319230.175843,PRESS,'n',1.0402300357818604
1771319230.2599487,RELEASE,'n',0
1771319230.442799,PRESS,'o',0.266956090927124
1771319230.5144672,RELEASE,'o',0
1771319230.945894,PRESS,'t',0.5030949115753174
1771319231.0557144,RELEASE,'t',0
1771319231.099229,PRESS,Key.space,0.1533350944519043
1771319231.177745,RELEASE,Key.space,0
1771319233.3855572,PRESS,'s',2.286328077316284
1771319233.474078,RELEASE,'s',0
1771319233.4999976,PRESS,'a',0.1144404411315918
1771319233.6391313,RELEASE,'a',0
1771319233.734336,PRESS,'v',0.23433828353881836
1771319233.868754,RELEASE,'v',0
1771319233.9814577,PRESS,'e',0.24712181091308594
1771319234.1367779,RELEASE,'e',0
1771319234.1772869,PRESS,Key.space,0.19582915306091309
1771319234.2728384,RELEASE,Key.space,0
1771319235.2263296,PRESS,'c',1.0490427017211914
1771319235.3144197,RELEASE,'c',0
1771319235.3786647,PRESS,'a',0.15233516693115234
1771319235.4910247,RELEASE,'a',0
1771319235.5225337,PRESS,'n',0.14386892318725586
1771319235.6597016,RELEASE,'n',0
1771319235.6925955,PRESS,Key.space,0.17006182670593262
1771319235.8053424,RELEASE,Key.space,0
1771319238.256101,PRESS,Key.backspace,2.5635054111480713
1771319238.7565434,PRESS,Key.backspace,0.5004425048828125
1771319238.7865484,PRESS,Key.backspace,0.03000497817993164
1771319238.816585,PRESS,Key.backspace,0.03003668785095215
1771319238.8426392,RELEASE,Key.backspace,0
1771319240.5605717,PRESS,Key.backspace,1.7439866065979004
1771319241.0717432,PRESS,Key.backspace,0.5111715793609619
1771319241.1013813,PRESS,Key.backspace,0.029638051986694336
1771319241.131035,PRESS,Key.backspace,0.02965378761291504
1771319241.1613438,PRESS,Key.backspace,0.03030872344970703
1771319241.1910114,PRESS,Key.backspace,0.02966761589050293
1771319241.2210176,PRESS,Key.backspace,0.03000617027282715
1771319241.2511685,PRESS,Key.backspace,0.030150890350341797
1771319241.2809079,PRESS,Key.backspace,0.0297393798828125
1771319241.3109684,PRESS,Key.backspace,0.030060529708862305
1771319241.3412855,PRESS,Key.backspace,0.030317068099975586
1771319241.3474813,RELEASE,Key.backspace,0
1771319243.018877,PRESS,'t',1.6775915622711182
1771319243.1284525,RELEASE,'t',0
1771319243.2767887,PRESS,Key.space,0.25791168212890625
1771319243.3892572,RELEASE,Key.space,0
1771319243.6693375,PRESS,'n',0.3925487995147705
1771319243.7677126,RELEASE,'n',0
1771319244.6048214,PRESS,Key.backspace,0.9354839324951172
1771319245.114311,PRESS,Key.backspace,0.5094895362854004
1771319245.1442034,PRESS,Key.backspace,0.029892444610595703
1771319245.1741037,PRESS,Key.backspace,0.029900312423706055
1771319245.2045586,PRESS,Key.backspace,0.03045487403869629
1771319245.2354634,PRESS,Key.backspace,0.030904769897460938
1771319245.2650928,PRESS,Key.backspace,0.02962946891784668
1771319245.294981,PRESS,Key.backspace,0.029888153076171875
1771319245.3249803,PRESS,Key.backspace,0.029999256134033203
1771319245.3551412,PRESS,Key.backspace,0.030160903930664062
1771319245.3853633,PRESS,Key.backspace,0.030222177505493164
1771319245.4150512,PRESS,Key.backspace,0.029687881469726562
1771319245.445002,PRESS,Key.backspace,0.029950857162475586
1771319245.476358,PRESS,Key.backspace,0.031355857849121094
1771319245.505251,PRESS,Key.backspace,0.028892993927001953
1771319245.5348759,PRESS,Key.backspace,0.02962493896484375
1771319245.564876,PRESS,Key.backspace,0.03000020980834961
1771319245.5950644,PRESS,Key.backspace,0.030188322067260742
1771319245.62656,PRESS,Key.backspace,0.03149557113647461
1771319245.6548727,PRESS,Key.backspace,0.02831268310546875
1771319245.6850114,PRESS,Key.backspace,0.030138731002807617
1771319245.7146816,PRESS,Key.backspace,0.029670238494873047
1771319245.7447875,PRESS,Key.backspace,0.0301058292388916
1771319245.776303,PRESS,Key.backspace,0.03151559829711914
1771319245.8048327,PRESS,Key.backspace,0.028529644012451172
1771319245.834641,PRESS,Key.backspace,0.02980828285217285
1771319245.8644564,PRESS,Key.backspace,0.0298154354095459
1771319245.89456,PRESS,Key.backspace,0.030103683471679688
1771319245.9259782,PRESS,Key.backspace,0.0314180850982666
1771319245.9546952,PRESS,Key.backspace,0.028717041015625
1771319245.9846117,PRESS,Key.backspace,0.02991652488708496
1771319246.0184014,PRESS,Key.backspace,0.033789634704589844
1771319246.0483887,PRESS,Key.backspace,0.029987335205078125
1771319246.0786119,PRESS,Key.backspace,0.03022313117980957
1771319246.113795,PRESS,Key.backspace,0.03518319129943848
1771319246.1433105,PRESS,Key.backspace,0.029515504837036133
1771319246.173413,PRESS,Key.backspace,0.03010249137878418
1771319246.2032497,PRESS,Key.backspace,0.029836654663085938
1771319246.2332592,PRESS,Key.backspace,0.03000950813293457
1771319246.263351,PRESS,Key.backspace,0.03009176254272461
1771319246.2935798,PRESS,Key.backspace,0.030228853225708008
1771319246.32303,PRESS,Key.backspace,0.029450178146362305
